Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
5,CDX IG Spread,-2.3068253014490248,0.1697761244210677,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
6,SPX Index ,-2.0212332673273794,0.27734134774598296,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
6,VIX Index  (L1),-23.19728954918097,0.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,Freddie Mac 30 Year Mortgage Rate,-1.4447785745540338,0.5606305779042451,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
6,U.S. 5-year Treasury constant maturity rate,-7.292001389310836,1.4092734959034051e-10,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,CDX HY Spread,-1.754744130793519,0.40314996303371425,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
6,CDX IG Spread,-0.7323770865512435,0.8381839798517561,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
7,SPX Index ,-6.762903172841056,2.7632063913394683e-09,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,VIX Index  (L1),-2.2842690939125516,0.17709170492197057,-3.8092091249999998,-3.0216450000000004,-2.6507125
7,Freddie Mac 30 Year Mortgage Rate,-0.0005288227932889278,0.9584883309295771,-3.889265672705068,-3.0543579727254224,-2.66698384083045
7,U.S. 5-year Treasury constant maturity rate,-0.8882511690825773,0.7918168498779091,-3.8092091249999998,-3.0216450000000004,-2.6507125
7,CDX HY Spread,-1.560057680504251,0.5036205075790205,-3.8092091249999998,-3.0216450000000004,-2.6507125
7,CDX IG Spread,-1.7854839270493155,0.3876919624348282,-3.8092091249999998,-3.0216450000000004,-2.6507125
8,SPX Index ,2.7286852899041607,0.9990879931968545,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,VIX Index  (L1),-2.711961133763174,0.07199124231563517,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
8,Freddie Mac 30 Year Mortgage Rate,0.6094183956008944,0.9878454903565622,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,U.S. 5-year Treasury constant maturity rate,1.2698625744172527,0.9964347465269603,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,CDX HY Spread,-0.6069730845239697,0.8693985978613141,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
8,CDX IG Spread,-7.15937831541379,2.995765202827503e-10,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,SPX Index ,0.707088744143856,0.989978281058635,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
9,VIX Index  (L1),1.4757802855223643,0.9974326190559436,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,Freddie Mac 30 Year Mortgage Rate,-1.647914231794285,0.45812844056210883,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
9,U.S. 5-year Treasury constant maturity rate,-3.3241532528311124,0.013832745529176084,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,CDX HY Spread,-8.601965751535573,6.830602436752506e-14,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,CDX IG Spread,-19.293365329603578,0.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,SPX Index ,-2.162529902790936,0.22012481143754747,-4.223238279489106,-3.189368925619835,-2.729839421487603
10,VIX Index  (L1),-31.61589980825268,0.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
10,Freddie Mac 30 Year Mortgage Rate,-1.8578003204300688,0.35216596716655074,-4.223238279489106,-3.189368925619835,-2.729839421487603
10,U.S. 5-year Treasury constant maturity rate,2.949275754390578,1.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
10,CDX HY Spread,-1.6608073575004387,0.45141034452651796,-3.9240193847656246,-3.0684982031250003,-2.67389265625
10,CDX IG Spread,-1.7051706353295064,0.4284503984331666,-3.9240193847656246,-3.0684982031250003,-2.67389265625
11,SPX Index ,-3.69545449666334,0.004177546903246213,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
11,VIX Index  (L1),-2.974682113456977,0.03732737558860426,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
11,Freddie Mac 30 Year Mortgage Rate,0.7554890398897305,0.9908826201565164,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,U.S. 5-year Treasury constant maturity rate,-0.5737300459874288,0.876808164700929,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
11,CDX HY Spread,5.352442760352251,1.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,CDX IG Spread,-2.328465459153922,0.16295155705920328,-4.223238279489106,-3.189368925619835,-2.729839421487603
12,SPX Index ,1.5731139494206645,0.9977746312087172,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,VIX Index  (L1),1.4185140791108721,0.9971966466197707,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,Freddie Mac 30 Year Mortgage Rate,-2.2543539522141036,0.1871123837498737,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,U.S. 5-year Treasury constant maturity rate,-2.010185742196383,0.28212494197621163,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
12,CDX HY Spread,2.7725039551145083,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,CDX IG Spread,13.153364016710984,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
