Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
6,CDX IG Spread,-6.488372016548363,1.2443768516173703e-08,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,SPX Index ,-3.4131725609246484,0.010517933022684018,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
7,VIX Index  (L1),1.4646237100118782,0.9973888230379548,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,Freddie Mac 30 Year Mortgage Rate,-3.972585557638076,0.001561063807392777,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
7,U.S. 5-year Treasury constant maturity rate,-2.1953015255446497,0.20795514951902716,-3.889265672705068,-3.0543579727254224,-2.66698384083045
7,CDX HY Spread,-2.3880142085480967,0.14514792548003153,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,CDX IG Spread,2.633854556200963,0.9990806522266332,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,SPX Index ,-0.8139036943323189,0.8150038076135466,-3.8092091249999998,-3.0216450000000004,-2.6507125
8,VIX Index  (L1),-0.5576255571239432,0.8802723687823393,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,Freddie Mac 30 Year Mortgage Rate,-2.5511665821072214,0.1035158935372466,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,U.S. 5-year Treasury constant maturity rate,-1.44288270727802,0.5615538438604721,-3.8092091249999998,-3.0216450000000004,-2.6507125
8,CDX HY Spread,-0.15200689425037256,0.944005700314238,-3.8092091249999998,-3.0216450000000004,-2.6507125
8,CDX IG Spread,-0.33943600397476886,0.9197303323537045,-3.8092091249999998,-3.0216450000000004,-2.6507125
9,SPX Index ,-2.475152052675826,0.12163773923024657,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
9,VIX Index  (L1),-2.502107074171059,0.11496249225891686,-3.8092091249999998,-3.0216450000000004,-2.6507125
9,Freddie Mac 30 Year Mortgage Rate,-2.5894750387087444,0.09519213285805261,-3.8092091249999998,-3.0216450000000004,-2.6507125
9,U.S. 5-year Treasury constant maturity rate,-1.0165572586578016,0.7471776222705186,-3.8092091249999998,-3.0216450000000004,-2.6507125
9,CDX HY Spread,-0.9130607402874957,0.7836409055290114,-3.8092091249999998,-3.0216450000000004,-2.6507125
9,CDX IG Spread,-1.7348872509051865,0.41323303773289494,-3.8092091249999998,-3.0216450000000004,-2.6507125
10,SPX Index ,-1.6910080547191062,0.435751251078912,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,VIX Index  (L1),-1.9980139646370145,0.2874445848574126,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,Freddie Mac 30 Year Mortgage Rate,1.3867813874008956,0.9970532567131721,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,U.S. 5-year Treasury constant maturity rate,-1.1786122987084686,0.6827278380872113,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,CDX HY Spread,-1.6453294163263108,0.45947739625474937,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,CDX IG Spread,-2.530941401445348,0.10812628306276229,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
11,SPX Index ,-1.143564416055847,0.697390111222882,-4.331573,-3.23295,-2.7487
11,VIX Index  (L1),-2.302263180786445,0.17123908960577028,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
11,Freddie Mac 30 Year Mortgage Rate,-0.7811084368995693,0.8246084366167892,-4.331573,-3.23295,-2.7487
11,U.S. 5-year Treasury constant maturity rate,-18.957512158908646,0.0,-4.331573,-3.23295,-2.7487
11,CDX HY Spread,-1.0598963842533877,0.7307970555186475,-4.331573,-3.23295,-2.7487
11,CDX IG Spread,-0.9341707362610541,0.7765113730494785,-4.331573,-3.23295,-2.7487
12,SPX Index ,-3.9064283239790782,0.0019880442346271827,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,VIX Index  (L1),-2.6669460143532704,0.07993476958287432,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
12,Freddie Mac 30 Year Mortgage Rate,-1.267852613927307,0.6437484951612082,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,U.S. 5-year Treasury constant maturity rate,-16.69446678500598,1.4790074566915154e-29,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,CDX HY Spread,-2.060139339253122,0.26084174366364693,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
12,CDX IG Spread,-1.8380168900542604,0.3617572979820053,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
